District,Facility classification (large),Facility classification (small),Model,Operating institution,Rapid charging amount,Charger type,Charger ID,latitude,longitude
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,30,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,31,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,32,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,33,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,34,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,35,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,36,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,37,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,38,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,39,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,40,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,41,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,42,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,43,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,44,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,45,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,46,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,47,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,48,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,49,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,50,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,51,37.5542175,126.9634093
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,24,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,25,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,26,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,27,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,28,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,29,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,30,37.6829776,127.0566913
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,31,37.6829776,127.0566913
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,1,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,2,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,3,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,4,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,1,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,1,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,1,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,1,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,2,37.480967,126.953148
Gangnam-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.4707818,127.104421
Jongno-gu,Other Facility,Detached House,Slow,Other Agency,,AC Slow,1,37.612032,126.9770448
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.554768,127.0147101
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.554768,127.0147101
Gwangjin-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.5316023,127.0698171
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.4794904,126.8875315
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.4794904,126.8875315
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.5354601,126.9476037
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.5354601,126.9476037
Eunpyeong-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.6184877,126.9156118
Jongno-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.6058851,126.9639494
Seongbuk-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.610434,127.0581026
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,9,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,10,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,5,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,6,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,7,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,8,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,2,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,4,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,5,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,3,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,3,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,4,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,5,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,6,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,7,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,11,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,8,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,9,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,10,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,12,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,13,37.480967,126.953148
Gwanak-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,14,37.480967,126.953148
Dongjak-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.5043233,126.9416261
Gangseo-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.5487291,126.84228
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.6161994,127.0826733
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.6161994,127.0826733
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5556057,126.8456432
Gangnam-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.5229058,127.0227857
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5377841,126.9517874
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5377841,126.9517874
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5377841,126.9517874
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.4618074,127.0353726
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.4618074,127.0353726
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.4618074,127.0353726
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.4618074,127.0353726
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.4618074,127.0353726
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.4618074,127.0353726
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.4618074,127.0353726
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.4618074,127.0353726
Yangcheon-gu,Community Facility,Hospital,Slow,Other Agency,,AC Slow,1,37.5364909,126.8862688
Yangcheon-gu,Community Facility,Hospital,Slow,Other Agency,,AC Slow,2,37.5364909,126.8862688
Yangcheon-gu,Community Facility,Hospital,Slow,Other Agency,,AC Slow,3,37.5364909,126.8862688
Mapo-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,1,37.58236,126.8884282
Mapo-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,2,37.58236,126.8884282
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5022763,127.039673
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5340519,126.9650766
Yongsan-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5340519,126.9650766
Gangseo-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,1,37.5670424,126.8289568
Gangseo-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,2,37.5670424,126.8289568
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.4857625,127.1425984
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.4857625,127.1425984
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.4857625,127.1425984
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.4857625,127.1425984
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5067648,127.0480846
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5067648,127.0480846
Yangcheon-gu,Community Facility,Hospital,Slow,Other Agency,,AC Slow,1,37.5364909,126.8862688
Yangcheon-gu,Community Facility,Hospital,Slow,Other Agency,,AC Slow,2,37.5364909,126.8862688
