"Status";"Add.";"SNAdd.";"BN";"LD";"DoC"
"1566";" Closed ";" Seoul Metropolitan City Gwanak-gu 706-9 Bongcheon-dong ";" Seoul Gwanak-gu 37 Dangok-gil ( Bongcheon-dong )";" Dongyang Qigongsa ";2003-11-17;"20130827"
"1567";" Closed ";" Seoul Metropolitan City Mapo-gu Mangwon-dong 338-31 18 barrels 3 and a half ";" Seoul Mapo-gu 73-7, Worldcup-ro 11- gil ( Mangwon-dong )";" Daeseong Oil Painting ";2003-11-24;NA
"1568";" Open / Normal ";" Seoul Metropolitan City Yeongdeungpo-gu Singil-dong 150-6";" Seoul Yeongdeungpo-gu Dosin-ro 56 Ga-gil 4-2 ( Singil-dong )";" Hanmi Energy ";2003-11-26;NA
"1569";" Open / Normal ";" Seoul Gangnam-gu # 1416, Rosedale Officetel, 724 Suseo - dong ";" Seoul Gangnam-gu 280 Gwangpyeong-ro ( Suseo-dong , Rosedale Officetel Room 1416 ) ";" SPCHEM Co. , Ltd .";2003-11-26;NA
"1570";" Open / Normal ";" Seoul Yeongdeungpo-gu 355-545 , Singil-dong ";" Seoul Yeongdeungpo-gu 414 Gamasan-ro ( Singil-dong )";" Jungsoo Energy Co. , Ltd. Direct management Seongnak Gas Station ";2003-12-01;NA
"1571";" Closed ";" Seoul Metropolitan City Songpa-gu Garak-dong 479 Garak Masanga 214-2 ";NA;" Jeil Oil Painting ";2003-12-02;NA
"1572";" Open / Normal ";" Seoul Metropolitan City Songpa-gu Songpa-dong 19-1";" Seoul Songpa-gu 442 Songpa-daero (Songpa -dong )";"( Jamsil Energy Gas Station) " ;2003-12-05;NA
"1573";" Open / Normal ";" Seoul Metropolitan City Yongsan-gu Namyeong-dong 101-3 ";" Seoul Yongsan-gu 17 Hangang-daero 76- gil ( Namyeong-dong )";" Ocean Oil ";2003-12-11;NA
"1574";" Closed ";" Seoul Metropolitan City Seongdong-gu Majang-dong 796-5 ";" Seoul Seongdong-gu Majoro 66 ( Majang-dong )";" JoongAng Energy Co. , Ltd. Wangsimji Branch ";2003-12-26;"20150701"
"1575";" Closed ";" Seoul Metropolitan City Jungnang-gu 305-42 Junghwa-dong ";" Seoul Jungnang-gu 799 Dongil-ro ( Junghwa-dong )";" JoongAng Energy Co. , Ltd. Junghwa branch gas station ";2003-12-27;"20120820"
"1576";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu 76-3, Mullae-dong 3- ga ";" Seoul Yeongdeungpo-gu 486 Dorim-ro ( Mullae-dong 3- ga )";" Hanil Gas Station ";2004-01-02;NA
"1577";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 1 -ga 656-216 ";" Seoul Seongdong-gu 146 Gwangnaru-ro ( Seongsu-dong 1- ga )";" Dongbu Gas Station ";2004-01-09;"20181121"
"1578";" Closed ";" Seoul Metropolitan City Jongno-gu Room 202 , Samwon Building, 30 Yeonji- dong ";" Seoul Jongno-gu #202 , 29, Changgyeonggung -ro 16- gil ( Yeonji-dong , Samwon Building )";" Hyeonsan Chemical Co., Ltd. " ;2004-01-13;NA
"1579";" Closed ";" Seoul Metropolitan City Yangcheon-gu 192-7 Sinjeong-dong ";" Seoul Yangcheon-gu 53 Mokdongnam-ro 2- gil ( Sinjeong- dong )";" Wonmyung Chemical Co., Ltd. " ;2004-01-14;"20061021"
"1580";" Closed ";" Gyeonggi-do Anyang city Dongan-gu Gwanyang-dong 1372-2 7 Tong 4 Class Sunny House B02 " ;" gyeonggi-do Anyang city Dongan-gu Ildong-ro 52-6, Room B02 ( Gwanyang-dong , Sunny House )";" Sampal Energy Co. , Ltd. ";2004-01-26;NA
"1581";" Closed ";" Seoul Metropolitan City Dongjak-gu 352-13 Sindaebang-dong ";" Seoul Dongjak-gu Yeouidaebang-ro 24 Cha-gil 24-2 ( Sindaebang-dong )";" Life Company ";2004-01-29;NA
"1582";" Closed ";" Seoul Metropolitan City Dongjak-gu 352-13 Sindaebang-dong ";" Seoul Dongjak-gu Yeouidaebang-ro 24 Cha-gil 24-2 ( Sindaebang-dong )";" Life Company ";2004-01-29;NA
"1583";" Closed ";" Seoul Metropolitan City Guro-gu Room 806 , Hyundai Parkville, 108 Guro -dong ";" Seoul Guro-gu 41 Gongwon-ro ( Guro-dong , Hyundai Parkville # 806 )";" CJ Chem Co., Ltd . ";2004-02-03;NA
"1584";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 2- ga 281-7 ";" Seoul Seongdong-gu 310 Gwangnaru-ro ( Seongsu-dong 2- ga )";" Hwayang Gas Station ";2004-02-05;"20071011"
"1585";" Closed ";" Seoul Metropolitan City Seodaemun-gu Yeongcheon-dong 100 29 Tong 4 and a half Dongnimmun Samho Apartment Building 104 Room 804 "; " Seoul Seodaemun-gu 10 Dongnimmun- ro (Yeongcheon-dong )";" Deokin Chemical Co., Ltd. ";2004-02-06;"20151230"
"1586";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yangpyeong-dong 2 -ga 45 15 Tong 4 Class Room 412 , Building 101 , Sangroksu Apartment “;” Seoul Yeongdeungpo-gu # 412 , Building 101, 17 Yeongdeungpo -ro ( Yangpyeong -dong 2- ga , Sangroksu Apartment )";" Chem Korea Co., Ltd . ";2004-02-12;NA
"1587";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Room 225, Daewoo Maison Shopping Center, 16-2 Dangsan -dong ";NA;" Garden Cam Co. , Ltd .";2004-02-16;NA
"1588";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Room 402 , Woori Venture, 83-2 , Mullae - dong 3 -ga ";NA;" K&C Chemical Co., Ltd. " ;2004-03-03;"20050531"
"1589";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Dangsan-dong 4 -ga 1-154 ";" Seoul Yeongdeungpo-gu 10 Gukhoe-daero 37- gil ( Dangsan-dong 4 -ga )";" Sekwang Chem Co. , Ltd .";2004-03-18;"20070723"
"1590";" Closed ";" Seoul Metropolitan City Yangcheon-gu Mokdong 932 Hyundai Apartment 103-1603 ";" Seoul Yangcheon-gu 240 Mokdongdong-ro ( Mokdong , Hyundai Apartment 103-1603)";"CTL Chemical ";2004-03-22;"20210818"
"1591";" Closed ";" Seoul Metropolitan City Gwanak-gu Sillim-dong 1665 ";" Seoul Gwanak-gu 67 Jowon-ro 2- gil ( Sillim-dong )";" Wonik Petroleum ";2004-03-23;"20110817"
"1592";" Open / Normal ";" Seoul Yongsan-gu 244-1 Hangang-ro 2- ga ";" Seoul Yongsan-gu Hangangdaero 127-2 ( Hangang-ro 2- ga )";" Hana Oil Painting Co., Ltd. ";2004-03-24;NA
"1593";" Open / Normal ";" Gyeonggi-do Ansan city Sangnok-gu Ildong 538-3 23 barrels 8 and a half ";" gyeonggi-do Ansan city Sangnok-gu 125 Wholesale Market- ro ( Ildong )";"CIO";2004-03-25;NA
"1594";" Closed ";" Seoul Metropolitan City Gangnam-gu # 1415 , Hyundai Ventureville, 713 Suseo- dong ";" Seoul Gangnam-gu 10 Bamgogae- ro 1- gil ( Suseo-dong , Hyundai Ventureville # 1415 ) ";" Jaei Trading Co. , Ltd .";2004-04-26;"20111214"
"1595";" Open / Normal ";" Seoul Gangnam-gu Yeoksam-dong 834-47";" Seoul Gangnam-gu 142 Yeoksam- ro ( Yeoksam-dong )";" Seogwang Gas Station ";2004-04-29;NA
"1596";" Open / Normal ";" Seoul Dongjak-gu Sangdo-dong 103-1 and 1 lot ";" Seoul Dongjak-gu 59 Sadang-ro ( Sangdo-dong )";" Changwon Co. , Ltd. ENG ";2004-05-10;NA
"1597";" Closed ";" Seoul Metropolitan City Guro-gu Gocheok-dong 103-4 Mobile Layeol 209 ";NA;" Rainforest Industry ";2004-05-14;NA
"1598";" Open / Normal ";" Seoul Metropolitan City Seodaemun-gu Hongje-dong 330-61";" Seoul Seodaemun-gu 455 Tongil-ro ( Hongje-dong )";" Changwon ENG Co. , Ltd. Hongje Branch ";2004-05-17;NA
"1599";" Closed ";" Seoul Metropolitan City Seodaemun-gu Hong Eun-dong 171-5 ";" Seoul Seodaemun-gu 537 Tongil-ro ( Hongeun-dong )";"( Changwon Hyundai Energy Co., Ltd. ) ";2004-05-17;"20190501"
"1600";" Open / Normal ";" Seoul Seodaemun-gu Yeonhui-dong 194-32 SK Sambo Gas Station ";" Seoul Seodaemun-gu 78 Yeonhui-ro , SK Sambo Gas Station ( Yeonhui-dong ) ";" Anguk Energy Co., Ltd. Sambo Gas Station ";2004-05-18;NA
"1601";" Open / Normal ";" Seoul Seodaemun-gu Hong Eun-dong 431 ";" Seoul Seodaemun-gu 266 Yeonhui-ro ( Hongeun-dong )";" Gwangho Gas Station ";2004-05-18;NA
"1602";" Closed ";" Seoul Metropolitan City Seodaemun-gu 89-7 Yeonhui-dong ";" Seoul Seodaemun-gu 129 Yeonhui- ro (Yeonhui-dong )";"SK Global Co. , Ltd. Yeonhui ";2004-05-18;NA
"1603";" Closed ";" Seoul Metropolitan City Seodaemun-gu Hongje-dong 103-9 ";" Seoul Seodaemun-gu 384 Tongil-ro ( Hongje-dong )";" Gonghang Oil Co., Ltd. " ; 2004-05-18;NA
"1604";" Open / Normal ";" Seoul Metropolitan City Seodaemun-gu 512-3 Joongang Energy, Changcheon-dong Donggyo-dong gas station ";" Seoul Seodaemun-gu 12 Yeonhui-ro , Joongang Energy Donggyo-dong Gas Station ( Changcheon-dong ) ";" Joongang Energy Co. , Ltd. Donggyo Branch ";2004-05-18;NA
"1605";" Open / Normal ";" Seoul Seodaemun-gu Namgajwa-dong 329-34 ";" Seoul Seodaemun-gu Moraenae-ro 243 ( Namgajwa-dong )";" Namjeong Gas Station ";2004-05-19;NA
"1606";" Closed ";" Seoul Metropolitan City Seodaemun-gu 266-6 Namgajwa-dong ";NA;" Morae ";2004-05-19;"20090102"
"1607";" Closed ";" Seoul Metropolitan City Seodaemun-gu Hong Eun-dong 342-16 ";" Seoul Seodaemun-gu 146 Gajwa-ro ( Hongeun-dong )";" Geonhwa Co. , Ltd. Hongeun Gas Station ";2004-05-19;"20180402"
"1608";" Open / Normal ";" Seoul Metropolitan City Seodaemun-gu Yeonhui-dong 446-4 Sammi Trading Co. , Ltd. Western Gas Station ";" Seoul Seodaemun-gu 255 Seongsan-ro , Sammi Trading Co. , Ltd. Seobu Gas Station ( Yeonhui-dong )";" Sammi Trading Co. , Ltd. Western Gas Station ";2004-05-19;NA
"1609";" Closed ";" Seoul Metropolitan City Seodaemun-gu Hongje-dong 279-10 ";" Seoul Seodaemun-gu 87 Segeomjeong-ro ( Hongje-dong )";" Cultural Village ( due to duplicate entry) Waste paper processing )";2004-05-19;"20180206"
"1610";" Closed ";" Seoul Metropolitan City Seodaemun-gu 392-5, Bukgajwa-dong ";" Seoul Seodaemun-gu 153 Susaek-ro ( Bukgajwa-dong )";" Yupoong Gas Station ";2004-05-19;"20150728"
"1611";" Open / Normal ";" Seoul Metropolitan City Seodaemun-gu Hongeun-dong 379-6 Shinwoo Gas Station ";" Seoul Seodaemun-gu 106 Gajwa-ro , Shinwoo Gas Station ( Hongeun-dong )";" Mirae Asphalt Co. , Ltd. Shinwoo Gas Station ";2004-05-19;NA
"1612";" Open / Normal ";" Seoul Seocho-gu Banpo-dong 730-30 4 Tong 3 Ban 1st Floor No. ";" Seoul Seocho-gu 6, Juheung 5- gil , 1st floor ( Banpo-dong )";" Seoul Energy ";2004-05-20;NA
"1613";" Closed ";" Seoul Metropolitan City Gangdong-gu Gildong 413-1 Top Suite 710 ";" Seoul Gangdong-gu 15 Yangjae-daero 111- gil ( Gil-dong , Top Suite) 710)";" Seonwoong Oil Painting Co. , Ltd. ";2004-06-10;"20150130"
"1614";" Open / Normal ";NA;" Seoul Metropolitan City Gangbuk-gu 65 Deokneung- ro 40- gil ( Beon-dong )";" SK Energy Sales Co., Ltd . ";2004-06-15;NA
"1615";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu 77-8 Mullae-dong 3- ga ";" Seoul Yeongdeungpo-gu 98 Mullae-ro ( Mullae-dong 3- ga )";" Sungbo Chemical Co., Ltd. " ;2004-06-17;NA
"1616";" Closed ";" Seoul Metropolitan City Gangseo-gu Naebalsan-dong 663-2 10th class 5th class Gyeongnam Federation No. 204 ";" Seoul Gangseo-gu # 204, 21-8, Ujangsan - ro ( Naebalsan-dong , Gyeongnam Yeonrip )";" Woojang Petroleum ";2004-06-25;"20140328"
"1617";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 1 -ga 656-216 ";" Seoul Seongdong-gu 146 Gwangnaru-ro ( Seongsu-dong 1- ga )";" Dongbu Gas Station ";2004-06-30;NA
"1618";" Closed ";" Seoul Metropolitan City Seongdong-gu Yongdap-dong 236-4 ";" Seoul Seongdong-gu 454 Cheonho-daero ( Yongdap- dong )";" oil family Gas Station ";2004-07-06;NA
"1619";" Closed ";" Seoul Metropolitan City Songpa-gu # 112 , Lasanga , 479 Garak-dong ";NA;" Samchang Industry ";2004-07-22;NA
"1620";" Closed ";" Seoul Metropolitan City Jungnang-gu Mangwoo-dong 359-2 ";" Seoul Jungnang-gu 436 Mangu-ro ( Mangu-dong )";" Yuseong Gas Station ";2004-07-26;"20180927"
"1621";" Open / Normal ";" Seoul Metropolitan City Yeongdeungpo-gu Yeouido-dong 10-1";" Seoul Yeongdeungpo-gu 64 Eunhaeng-ro ( Yeouido-dong )";" SJ Oil Co. , Ltd. Yeouido Gas Station ";2004-07-26;NA
"1622";" Open / Normal ";" Seoul Seongdong-gu Hongik-dong ";" Seoul Seongdong-gu Majang-ro 23- gil 9 ( Hongik-dong )";"L?G Joongang Oil ";2004-07-29;NA
"1623";" Open / Normal ";" Seoul Yeongdeungpo-gu Dangsan-dong 3 -ga 142";" Seoul Yeongdeungpo-gu 574-2 Gukhoe-daero ( Dangsan-dong 3 -ga )";" Meteor Oil ";2004-08-02;NA
"1624";" Closed ";" Seoul Metropolitan City Songpa-gu Garak-dong 479 Garak ( A ) Dasanga 304 ";NA;" Taekwang Trading Company ";2004-08-05;"20071017"
"1625";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 2- ga 321-75 ";" Seoul Seongdong-gu 23 Seongsui-ro 7- ga-gil ( Seongsu-dong 2- ga )";" Hanil Energy ";2004-08-07;NA
"1626";" Open / Normal ";" Seoul Yeongdeungpo-gu 158-6 , Singil-dong ";" Seoul Yeongdeungpo-gu Dosin-ro 54 - gil 7 ( Singil-dong )";" Minki Petroleum ";2004-08-09;NA
"1627";" Closed ";" Seoul Metropolitan City Gwanak-gu 1-894 Bongcheon-dong ";" Seoul Gwanak-gu 64-3 Cheongnim 5- gil ( Bongcheon-dong )";" Daeho Trading Company ";2004-08-09;NA
"1628";" Cancel / Expunge / Expire / Suspension / Stop ";" Seoul Metropolitan Government Gangnam-gu Room 402 , Sewon Building, 942-2 Dogok- dong ";NA;" Citi Oil Co. , Ltd. ";2004-08-10;NA
"1629";" Closed ";" Seoul Metropolitan City Gangnam-gu Nonhyeon-dong 112 ";" Seoul Gangnam-gu 16 Hakdong-ro 47- gil ( Nonhyeon-dong )";" Geumdaeseong Petroleum ";2004-08-11;"20110822"
"1630";" Closed ";" Seoul Metropolitan City Mapo-gu Sangam-dong 22 Tong 9 Class Sangam residential land development project district 2-3 blocks Room 704 , Building 309 , Sangam World Cup Apartment Complex 3 ";NA;" Middle East Gas Station ";2004-08-20;"20040820"
"1631";" Open / Normal ";" Seoul Metropolitan City Seongdong-gu Sageun-dong 185-7 ";" Seoul Seongdong-gu 11 Sageun-dong 8- gil ( Sageun-dong )";" Sale Energy ";2004-08-30;NA
"1632";" Open / Normal ";" Seoul Nowon-gu # 12, 14, 657 Gongneung-dong ";" Seoul Nowon-gu 466 Hwarang- ro ( Gongneung-dong )";" EM Petrochemical Co. , Ltd. Baekkotnara Gas Station ";2004-08-30;NA
"1633";" Closed ";" Seoul Metropolitan City Geumcheon-gu Doksan-dong 1124-1 ";" Seoul Geumcheon-gu 11 Geumha - ro 1- gil ( Doksan-dong )";" Cleaner ";2004-09-15;NA
"1634";" Closed ";" Seoul Metropolitan City Gwanak-gu 872-37 Bongcheon-dong ";" Seoul Gwanak-gu 12 Bongcheon-ro 45- gil ( Bongcheon-dong )";" NK Energy ";2004-09-24;"20140728"
"1635";" Closed ";" Seoul Metropolitan City Gangbuk-gu Suyu-dong 180-35 ";" Seoul Gangbuk-gu 23-24 Hancheon-ro 144- gil ( Suyu-dong )";" Aju Petroleum Company ";2004-10-01;NA
"1636";" Closed ";" Seoul Metropolitan City Gangbuk-gu Mia-dong 135-4 ";NA;" Mia Gas Station ";2004-10-12;NA
"1637";" Open / Normal ";" Seoul Gangseo-gu Hwagok-dong 843-4 ";" Seoul Gangseo-gu 225 Gukhoe-daero ( Hwagok-dong )";" GS Caltex Co. , Ltd. Gyeongin Express Gas Station ";2004-10-12;NA
"1638";" Open / Normal ";" Seoul Seongdong-gu Seongsu-dong 2 -ga 19-14";" Seoul Seongdong-gu 180 Achasan-ro ( Seongsu-dong 2- ga )";" GS Caltex Co. , Ltd. Dorco Gas Station ";2004-10-12;NA
"1639";" Closed ";" Seoul Metropolitan City Mapo-gu Dohwa-dong 357 9 whole 2 and a half Hyundai Apartment Building 111, Room 904 " ;" Seoul Mapo-gu # 904 , Building 111, 52 Saechang - ro ( Dohwa-dong , Hyundai Apartment )";" Young Chemical ";2004-10-15;"20210818"
"1640";" Closed ";" Seoul Metropolitan City Mapo-gu Ahyeon-dong 737 SK Hub Blue 1520 ";" Seoul Mapo-gu 204 Mapo-daero ( Ahyeon-dong , SK Hub Blue 1520)";" Young Chemi Co., Ltd. ";2004-10-15;"20120516"
"1641";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Mullae-dong 5- ga Daeryung Officetel Room 1101 ";NA;" CJ Chem - Ltd. ";2004-10-15;"20160309"
"1642";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Dangsan-dong 6 -ga 121-144 ";NA;" Hyeopseong Chemical Company ";2004-10-19;NA
"1643";" Closed ";" Seoul Metropolitan City Seocho-gu Twin Officetel, 275-4 Yangjae- dong Bidong No. 1611 ";" Seoul Seocho-gu #1611, Bidong , 15 Mabang - ro 10- gil ( Yangjae-dong , Twin Officetel )";" Yeongsu Chemical Co. , Ltd .";2004-11-02;NA
"1644";" Closed ";" Seoul Metropolitan City Yangcheon-gu 601 Dorim Building , 1014-2 Sinjeong-dong ";" Seoul Yangcheon-gu 374 Sinwol-ro ( Sinjeong-dong , Dorim Building) 601)";" Samyang Painting Co. , Ltd. ";2004-11-12;"20090311"
"1645";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeongdeungpo-dong 7 -ga 48-1 ";" Seoul Yeongdeungpo-gu 85 Yeongjung-ro ( Yeongdeungpo-dong 7- ga )";" Note - Daeho Chemical ";2004-11-18;NA
"1646";" Open / Normal ";" Seoul Metropolitan City Gangdong-gu # 625, Hilltop Officetel, 449-49 Cheonho -dong ";" Seoul Gangdong-gu # 625, 1073 Cheonho -daero ( Cheonho-dong , Hilltop Officetel )";" Nanjing Trading Company ";2004-11-23;NA
"1647";" Closed ";" Seoul Metropolitan City Gangnam-gu Room 402 , Sewon Building, 942-2 Dogok- dong ";" Seoul Gangnam-gu 120 Dogok- ro ( Dogok-dong )";" Citi Chemical Co. , Ltd. ";2004-12-02;"20130516"
"1648";" Closed ";" Seoul Metropolitan City Yangcheon-gu Sinwol-dong 438-1 ";" Seoul Yangcheon-gu 527 Nambusunhwan-ro ( Sinwol-dong )";" Hana Corporation ";2004-12-17;NA
"1649";" Open / Normal ";" Seoul Metropolitan City Guro-gu Room 405 , Building 2 , Samyoungje , 604-19, Guro- dong ";" Seoul Guro-gu 565 Gyeongin- ro ( Room 405 , Samyoungje Building 2 , Guro- dong )";" Dongsung Chemical Co. , Ltd .";2004-12-23;NA
"1650";" Open / Normal ";" Seoul Yeongdeungpo-gu Yangpyeong-dong 5 -ga 6-4";" Seoul Yeongdeungpo-gu Yangpyeong- ro 27- gil 31-1 ( Yangpyeong-dong 5- ga )";"( Co .) Dongil Century ";2005-01-17;NA
"1651";" Closed ";" Seoul Metropolitan City Guro-gu Room 202 , Hyundai Officetel, 98-16 Guro- dong ";" Seoul Guro-gu 5 Gurojungang- ro 18- gil ( Guro-dong , Hyundai Officetel Room 202 ) ";" Myeongjin Global Co., Ltd. " ;2005-01-28;NA
"1652";" Closed ";" Seoul Metropolitan City Nowon-gu 360-2, Junggye-dong , 8th class , 7th class Cheonggu Apartment Building 105 Room 1304 ";NA; " Insan Chemical ";2005-01-28;NA
"1653";" Closed ";" Seoul Metropolitan City Mapo-gu Dohwa-dong 555 ";" Seoul Mapo-gu 33 Mapo-daero ( Dohwa-dong )";" Dpichem Co., Ltd. " ;2005-03-29;"20131227"
"1654";" Closed ";" Seoul Metropolitan City Gangbuk-gu Mia-dong 130-11 ";" Seoul Gangbuk-gu 37 Dobong- ro 34- gil ( Mia-dong )";"GS Oil Refining ";2005-04-07;NA
"1655";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Room 303 , 3rd floor , Daegyeong Building, 689-1 Daerim- dong ";" Seoul Yeongdeungpo-gu # 303, 198 Daerim- ro ( Daerim-dong , Daegyeong Building 3rd floor )";" World& Me - Week ";2005-04-14;NA
"1656";" Open / Normal ";" Seoul Jungnang-gu 132-21 Myeonmok-dong ";" Seoul Jungnang-gu 100 Bongwoojae-ro ( Myeonmok-dong )";" Kyungdong Energy Sales ";2005-04-19;NA
"1657";" Open / Normal ";" Seoul Gangseo-gu Banghwa-dong 488-1 ";" Seoul Gangseo-gu 57 Yangcheon-ro ( Banghwa-dong )";" Gaehwa Gas Station ";2005-04-25;NA
"1658";" Closed ";" Seoul Metropolitan City Gwangjin-gu Jayang-dong 679-30 ";" Seoul Gwangjin-gu 45 Jayang- ro ( Jayang-dong )";" Daesung Intertek Co., Ltd . ";2005-04-26;NA
"1659";" Closed ";" Seoul Metropolitan City Jungnang-gu Sangbong-dong 100, 160-6 ";" Seoul Jungnang-gu 311 Mangu- ro ( Sangbong-dong )";" Jeongwon EDS Mangu Gas Station Co., Ltd . ";2005-05-09;NA
"1660";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Room 1006 , Building 104 , Hyosung Apartment, 12 5- ga , Dangsan- dong ";" Seoul Yeongdeungpo-gu #1006, Building 104 , 13, Dangsan- ro 42- gil ( Dangsan -dong 5 -ga , Hyosung Apartment )";" BKCORP Co., Ltd. " ; 2005-05-11;NA
"1661";" Closed ";" Seoul Metropolitan City Guro-gu Gungdong 208-16 ";" Seoul Guro-gu 29 Buil-ro 15- gil ( Gung-dong )";" KEPCO Petroleum ";2005-05-13;"20100628"
"1662";" Closed ";" Seoul Metropolitan City Gwangjin-gu Room 402 , Hyundai Hiel, 779-11 Jayang- dong ";" Seoul Gwangjin-gu Jayang-ro No. 113, No. 402 ( Jayang-dong , Hyundai Hiel )";" Asin Chemical Co., Ltd . ";2005-05-25;NA
"1663";" Closed ";" Seoul Metropolitan City Gangdong-gu 302 Geosong Building, 51-1 Cheonho-dong ";" Seoul Gangdong-gu 7 Yangjae-daero 121- gil ( Cheonho-dong , Geosong Building 302)";" Samho Chemical Co. , Ltd .";2005-05-25;NA
"1664";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Room 1003 , Woorim Bobo Counter, 17-1 Yangpyeong-dong 3- ga " ;" Seoul Yeongdeungpo-gu Yangsan- ro 7- gil 3, Room 1003 ( Yangpyeong-dong 3- ga , Woorim Bobo Counter )";" KC Bank Co., Ltd . ";2005-06-02;NA
"1665";" Open / Normal ";" Seoul Nowon-gu 649-14 Gongneung-dong and 1 lot ";" Seoul Nowon-gu 483 Hwarang-ro ( Gongneung-dong )";" Hwarangdae Gas Station ";2005-06-20;NA
"1666";" Closed ";" Seoul Metropolitan City Dobong-gu Dobong-dong 625-134 ";" Seoul Dobong-gu Dobong-ro 160 -gil 9 ( Dobong-dong )";" Brother Petroleum ";2005-06-24;"20130307"
"1667";" Closed ";" Seoul Metropolitan City Songpa-gu Seokchon-dong 14-2 ";" Seoul Songpa-gu 68 Samhaksa-ro ( Seokchon-dong )";" lake city Gas station ";2005-06-27;"20171101"
"1668";" Closed ";" Seoul Metropolitan City Dongjak-gu #1007 Character Greenville , 395-73 Sindaebang- dong ";" Seoul Dongjak-gu Go to Boramae-ro 5 7, Character Greenville Building # 1007 ( Sindaebang-dong )";" Metachem Co., Ltd. ";2005-06-30;"20080213"
"1669";" Closed ";" Seoul Metropolitan City Gangbuk-gu Suyu-dong 171-63 ";" Seoul Gangbuk-gu 71 Dobong-ro 97- gil ( Suyu-dong )";" Daewon Petroleum ";2005-07-21;"20080707"
"1670";" Open / Normal ";" Seoul Songpa-gu Macheon-dong 49-11, 12 " ;" Seoul Songpa-gu 82 Geoma-ro ( Macheon-dong )";" Sang-A Gas Station ";2005-07-22;NA
"1671";" Closed ";" Seoul Metropolitan City Guro-gu Onsu-dong 9-12";" Seoul Guro-gu 871 Buil-ro ( Onsu-dong )";" Simon Gas Station ";2005-07-28;"20220725"
"1672";" Closed ";" Seoul Metropolitan City Gwanak-gu 511-28 Sillim-dong ";" Seoul Gwanak-gu Nambusunhwan-ro 151 Road 52 ( Sillim-dong )";" LG Petroleum ";2005-08-05;NA
"1673";" Closed ";" Seoul Metropolitan City Geumcheon-gu 984-2 Siheung-dong ( 560 Siheung-daero ) ";" Seoul Geumcheon-gu 125 Siheung-daero ( Siheung- dong )";" Culture Gas Station ";2005-08-24;"20160301"
"1674";" Closed ";" Seoul Metropolitan City Songpa-gu Ogeum-dong 120-12 28 Tong 2 and a half ";" Seoul Songpa-gu Macheon-ro 23- gil 7 ( Ogeum-dong )";" Central Energy ";2005-08-29;NA
"1675";" Closed ";" Seoul Metropolitan City Gangdong-gu Amsa-dong 489-57 Kyungin Petrochemical ";" Seoul Gangdong-gu 10 Sangam-ro 21- gil ( Amsa-dong , Gyeongin Petrochemical )";" Kyungin Petroleum ";2005-09-06;NA
"1676";" Open / Normal ";" Seoul Metropolitan City Yeongdeungpo-gu Yangpyeong-dong 4 -ga 28";" Seoul Yeongdeungpo-gu 260 Seonyu-ro ( Yangpyeong-dong 4 -ga )";" The 2nd Han River Gas Station ";2005-09-26;NA
"1677";" Open / Normal ";" Seoul Yeongdeungpo-gu Mullae-dong 2 -ga 1";" Seoul Yeongdeungpo-gu 415 Dorim-ro ( Mullae-dong 2- ga )";" GS Caltex Co. , Ltd. Hwail Gas Station ";2005-09-26;NA
"1678";" Open / Normal ";" Seoul Metropolitan City Yeongdeungpo-gu Yeongdeungpo-dong 7 -ga 94-160";" Seoul Yeongdeungpo-gu 665 Gukhoe-daero ( Yeongdeungpo-dong 7 -ga )";" Seongwon E&S Co. , Ltd. Yeongdeungpo Branch "; 2005-09-26 ;NA
"1679";" Closed ";" Seoul Metropolitan City Songpa-gu 1st floor , Wonil Building , 2052-22, Jamsil-dong ";" Seoul Songpa-gu Baekje Gobun-ro 7- gil 42-34, 1st floor ( Jamsil-dong , Wonil Building )";" Godo Chemical Co. , Ltd. ";2005-09-30;"20151006"
"1680";" Closed ";" Seoul Metropolitan City Songpa-gu Bangi-dong 109-8 ";" Seoul Songpa-gu 141 Ogeum- ro ( Bangi-dong )";" Customer Love Gas Station ";2005-10-17;"20140609"
"1681";" Cancel / Expunge / Expire / Suspension / Stop ";" Seoul Metropolitan Government Gangdong-gu Cheonho-dong 224-24 ";" Seoul Gangdong-gu 127 Sangam-ro ( Cheonho-dong )";" Jeil Petrochemical ";2005-10-19;NA
